number,value,datetime_start,datetime_complete,duration,params_algo.apex.apex_lookahead_weight,params_algo.apex.apex_switch_hysteresis_factor,params_algo.apex.apex_switch_threshold_rad,params_algo.apex.lookahead_sensitivity,params_algo.apex.max_lookahead_m,params_algo.apex.max_opposite_dist_error_m,params_algo.apex.median_window,params_algo.apex.min_forward_m,params_algo.apex.min_lookahead_m,params_algo.apex.min_points,params_algo.apex.min_range_jump_m,params_algo.apex.side_lookahead_center_deg,params_algo.apex.side_lookahead_fov_deg,params_algo.apex.wall_clearance_m,user_attrs_apex_stability_product,user_attrs_avg_speed_ms,user_attrs_completed_laps,user_attrs_crashed,user_attrs_error,user_attrs_heading_rms_rad,user_attrs_lap_time_s,user_attrs_lateral_rms_m,user_attrs_max_speed_ms,user_attrs_off_track_count,user_attrs_progress_m,user_attrs_progress_ratio,user_attrs_score,user_attrs_seeded_baseline,user_attrs_status,user_attrs_steering_rate_rms,user_attrs_throttle_rate_rms,user_attrs_ticks,user_attrs_unavailable_fraction,system_attrs_fixed_params,state
10,1535.1792743546137,2026-07-01 13:00:18.846545,2026-07-01 13:00:19.595460,0 days 00:00:00.748915,0.9717820827209607,4.038536542632651,0.37656816791430353,7.781859326150491,18.915284374337865,0.09130093787169924,13,0.006952130531190703,1.6836943669017008,111,0.14970794998958104,77.72666421413646,87.33208547846957,0.22210781047073025,1.5207843069141431,1.3829054832458496,0,True,,0.13202853500843048,0.0,0.0897800624370575,1.9169831275939941,1,6.478908538818359,0.06707082688808441,1535.1792743546137,,crashed,5.339379787445068,21.5172119140625,478,0.0,,COMPLETE
11,1622.6819986540984,2026-07-01 13:00:19.606520,2026-07-01 13:00:20.104557,0 days 00:00:00.498037,0.489452760277563,5.524111209059753,1.9150028868114077,13.623988289499806,1.9780962737497978,0.04522999310516461,15,0.49724850589238545,1.4653676747593962,35,0.049241357358582316,58.040538488210075,36.35180797336697,0.036886947354532795,10.578688912416682,0.39991140365600586,0,True,,0.8927406668663025,0.0,0.19492030143737793,1.1451833248138428,1,0.7103176116943359,0.007353336084634066,1622.6819986540984,,crashed,9.298531532287598,19.528722763061523,498,0.0,,COMPLETE
12,1617.0664472259161,2026-07-01 13:00:20.114520,2026-07-01 13:00:20.329290,0 days 00:00:00.214770,0.18651851039985423,6.690752475342215,1.1554248200176698,1.3543465508161245,13.037064504457,0.03522176513696157,15,0.6721355474058786,2.725295951966317,34,0.5656002335993312,73.87020584745622,101.88327451481618,0.7282163486118596,7.730661474605058,0.4983488619327545,0,True,,0.2890653610229492,0.0,0.18809783458709717,1.0878236293792725,1,0.7775465846061707,0.008049302734434605,1617.0664472259161,,crashed,0.13300998508930206,24.25421714782715,177,0.0,,COMPLETE
13,1639.359888259108,2026-07-01 13:00:20.339533,2026-07-01 13:00:20.541321,0 days 00:00:00.201788,0.11347352124058907,2.569297861044923,2.026870155049154,14.050949831051017,14.127817023946854,0.15077921840166908,1,0.6775643618422824,1.9950031968726336,77,0.010918653698967065,75.69597159452326,25.127303856059257,0.22649577519793795,5.207633153983584,0.19772417843341827,0,True,,0.5821862816810608,0.0,0.20745037496089935,0.6640962362289429,1,0.07285308837890625,0.0007541883387602866,1639.359888259108,,crashed,11.105481147766113,15.239500999450684,166,0.0,,COMPLETE
14,1000000000.0,2026-07-01 13:00:20.551639,2026-07-01 13:00:20.670964,0 days 00:00:00.119325,0.3492095746126609,3.1766706181040654,1.6639464122363412,13.506270857449957,2.768952588312085,0.7593688810718993,14,0.2579416277151556,4.496357213971301,113,0.3300981471150898,75.51268119438306,79.64116030005947,0.5552008115994623,5.28580967785086,0.0,0,False,algo.apex.min_lookahead_m (4.4963574) must be <= algo.apex.max_lookahead_m (2.7689526),0.0,0.0,0.0,0.0,0,0.0,0.0,1000000000.0,,invalid,0.0,0.0,0,0.0,,COMPLETE
15,1567.6284443731472,2026-07-01 13:00:20.681683,2026-07-01 13:00:25.730718,0 days 00:00:05.049035,0.16080805141749865,9.086987696743714,0.5077715949388352,1.5220731429904815,12.52215213353221,0.3001470477357819,11,0.8870864242651173,0.1450655529214853,116,0.6230415695480148,45.455542546159684,82.98519460188614,0.08413996499504883,4.614114235965128,0.19715853035449982,0,True,,0.32074129581451416,0.0,0.09139398485422134,0.23262909054756165,1,7.278913974761963,0.07535263895988464,1567.6284443731472,,crashed,0.0,3.5508956909179688,3696,0.0,,COMPLETE
16,1557.8981765597216,2026-07-01 13:00:25.739771,2026-07-01 13:00:27.382013,0 days 00:00:01.642242,0.3677158030594335,7.718422646062217,1.0222733296648379,9.86419338450515,13.343025081897078,0.4352569862129278,9,0.6519612595026005,4.261194711421472,90,0.032813337705313916,53.430729104528325,72.51394636690188,0.23724908749680007,7.890337618150511,0.4757966101169586,0,True,,0.29169392585754395,0.0,0.08916998654603958,1.851156234741211,1,7.000460147857666,0.0724700316786766,1557.8981765597216,,crashed,16.540935516357422,21.28375244140625,1344,0.0,,COMPLETE
17,1623.549188220185,2026-07-01 13:00:27.391862,2026-07-01 13:00:27.585064,0 days 00:00:00.193202,0.02431596643145384,5.523733837946729,2.4969734216811834,2.9286448169706674,11.961173807900822,1.1288230813962066,4,0.9730105547524456,2.5133366997124336,34,0.0802656368182204,70.26951261967702,89.46973267876558,0.6311386259972629,13.792616581793979,0.4288414418697357,0,True,,0.33069130778312683,0.0,0.18678642809391022,0.9779139757156372,1,0.4851347506046295,0.005022202618420124,1623.549188220185,,crashed,0.1549914926290512,20.47199249267578,148,0.0,,COMPLETE
18,1553.890631402039,2026-07-01 13:00:27.596714,2026-07-01 13:00:29.193554,0 days 00:00:01.596840,0.38509772860192526,9.354867063289529,0.04855839428770487,14.454299656338792,9.135498818028973,1.2738855280937225,10,0.9404585843529143,4.836608613313981,26,1.5668169797881906,71.5004002862627,103.83104010140961,0.3701587002554444,0.4542573233682767,0.6662223935127258,0,True,,0.24435007572174072,0.0,0.10040625184774399,1.5916156768798828,1,6.269649982452393,0.06490454822778702,1553.890631402039,,crashed,47.209442138671875,14.483600616455078,1007,0.0,,COMPLETE
19,1618.1082135717309,2026-07-01 13:00:29.203377,2026-07-01 13:00:29.704826,0 days 00:00:00.501449,0.7407686177542044,1.8745884439369167,1.790900033885883,2.1012602285478605,12.685137307284226,1.4260022669606682,13,0.1694927466860925,4.9512638655108905,43,0.19108051650354924,123.96357647351599,67.01626176001105,0.696029796674973,3.3572005077687086,0.43120917677879333,0,True,,0.4117588996887207,0.0,0.18081271648406982,0.975965142250061,1,1.0046647787094116,0.010400470346212387,1618.1082135717309,,crashed,3.544534683227539,22.086397171020508,455,0.0,,COMPLETE
20,1624.9805484666012,2026-07-01 13:00:29.714796,2026-07-01 13:00:30.022261,0 days 00:00:00.307465,0.795792669436101,9.219164973008242,2.723988101984195,11.974427684501627,10.715505578357819,0.7283905388897153,11,0.35949115121975517,2.5574298439672782,91,0.04737657272141974,108.17701895319331,81.49603238555417,0.8101133946791808,25.112895696703895,0.3835305869579315,0,True,,0.720652163028717,0.0,0.18194206058979034,0.9713999032974243,1,0.5660737156867981,0.005860097706317902,1624.9805484666012,,crashed,6.58938455581665,18.15775489807129,332,0.0,,COMPLETE
21,1633.9214603719702,2026-07-01 13:00:30.032728,2026-07-01 13:00:30.301283,0 days 00:00:00.268555,0.3601906414112629,5.883801712368189,1.4627193539947774,0.45750374908574143,6.444283790437404,0.21411147845881381,14,0.375582952639944,2.995082976788153,46,0.0164533850966836,119.03405045936924,14.108300762413586,0.035942273796742086,8.606350639748563,0.2771949768066406,0,True,,0.5124766230583191,0.0,0.2017231434583664,0.717164158821106,1,0.21462440490722656,0.002221830654889345,1633.9214603719702,,crashed,9.324195861816406,17.71266746520996,207,0.0,,COMPLETE
22,1546.2257799474767,2026-07-01 13:00:30.311134,2026-07-01 13:00:32.600084,0 days 00:00:02.288950,0.32295647294124596,5.782191684113332,0.1623629200663338,10.891370005839923,11.272067310592023,0.2711999898074863,2,0.7699935530986108,3.2234065173412123,69,0.031376945109330374,91.46703134710758,117.3437287408788,0.085347464993768,0.938813526215913,0.6230349540710449,0,True,,0.4597083628177643,0.0,0.09832644462585449,1.0493769645690918,1,7.290462493896484,0.07547218352556229,1546.2257799474767,,crashed,57.50214767456055,26.1486873626709,1763,0.0,,COMPLETE
23,1632.604576516728,2026-07-01 13:00:32.611643,2026-07-01 13:00:33.292586,0 days 00:00:00.680943,0.7145959227000623,7.263767854843282,2.626309078231962,2.3465556400662906,8.770105943871128,0.011437545138016158,12,0.4389714207056361,0.9491421683471444,37,0.015154111795518118,94.43039982355084,37.526718798105485,0.9626484146779251,19.076899459344414,0.25680845975875854,0,True,,1.3066370487213135,0.0,0.22488825023174286,0.843289852142334,1,0.44112077355384827,0.00456656189635396,1632.604576516728,,crashed,7.579142093658447,21.035615921020508,866,0.0,,COMPLETE
24,1623.2477315585302,2026-07-01 13:00:33.301613,2026-07-01 13:00:33.493153,0 days 00:00:00.191540,0.040728802318970136,3.229578905510417,1.3182125102515674,0.21590232944633803,7.76348089437397,0.1886189413761903,10,0.9548652806631941,3.813445941275409,38,0.4987959735228864,49.14023778195775,22.76799045576079,0.6117207462343522,4.257271316088397,0.43462252616882324,0,True,,0.3335719406604767,0.0,0.18561972677707672,0.9028168320655823,1,0.4862632751464844,0.005033885128796101,1623.2477315585302,,crashed,0.22790317237377167,24.012664794921875,146,0.0,,COMPLETE
25,1637.2890245528006,2026-07-01 13:00:33.503759,2026-07-01 13:00:33.750025,0 days 00:00:00.246266,0.6258599157142364,4.904664843141758,0.5441297372391077,9.526404763014657,8.571589953550095,0.1352766609528289,13,0.4741738290873252,3.117665480455861,91,0.016792653941818662,78.7151353163824,14.983441074924897,0.4734717707805657,2.6687739923446143,0.2158668041229248,0,True,,0.41949018836021423,0.0,0.2077469676733017,0.7043992877006531,1,0.18543179333209991,0.001919623464345932,1637.2890245528006,,crashed,23.944005966186523,17.6614933013916,176,0.0,,COMPLETE
26,1577.4794488930966,2026-07-01 13:00:33.761511,2026-07-01 13:00:38.364973,0 days 00:00:04.603462,0.5456167893159349,6.2719802314611695,0.0832877407522892,5.822548893097829,18.864374587074195,0.01453385438003206,8,0.658693631618945,2.919823471591807,111,0.023709205669761965,86.2427601442365,80.76170402865885,0.6424192782063156,0.5223790635214207,0.1950438767671585,0,True,,0.25732913613319397,0.0,0.09091249853372574,0.22931136190891266,1,6.266567230224609,0.0648726299405098,1577.4794488930966,,crashed,1.1684850454330444,4.193203449249268,3411,0.0,,COMPLETE
27,1000000000.0,2026-07-01 13:00:38.376045,2026-07-01 13:00:38.500266,0 days 00:00:00.124221,0.023271935735825866,1.1639964308639477,0.3166034375810787,1.067829726903435,2.7944162543626394,0.028217678047813853,15,0.9611905638239142,3.446733189740149,52,1.2112644852803724,121.03877798725091,45.08731933231374,0.06936130087516545,0.3685252713436322,0.0,0,False,algo.apex.min_lookahead_m (3.4467332) must be <= algo.apex.max_lookahead_m (2.7944162),0.0,0.0,0.0,0.0,0,0.0,0.0,1000000000.0,,invalid,0.0,0.0,0,0.0,,COMPLETE
28,1553.5006529671157,2026-07-01 13:00:38.511207,2026-07-01 13:00:44.397251,0 days 00:00:05.886044,0.4126176769114265,8.231328373463636,2.3092938553428226,11.259221274612875,6.3586568788548234,0.2800376058208757,13,0.11816482762165625,0.9694537645206418,39,0.4010634788550438,134.1454627800606,98.75182131939904,0.877472013527053,19.008556034148604,0.37186098098754883,0,True,,0.7027648091316223,0.0,0.17485880851745605,1.0026485919952393,1,7.845498561859131,0.08121801167726517,1553.5006529671157,,crashed,11.169999122619629,20.58454132080078,4224,0.0,,COMPLETE
29,1000000000.0,2026-07-01 13:00:44.406523,2026-07-01 13:00:44.521527,0 days 00:00:00.115004,0.8955232284962005,7.7908858667621415,2.358931096010128,7.578785586717857,2.9593535078827196,0.9445685701746813,6,0.34080354025301784,4.5225092427298765,101,1.385799897572667,73.80446409275505,100.91032127185157,0.42899402737501835,18.378162936571034,0.0,0,False,algo.apex.min_lookahead_m (4.522509) must be <= algo.apex.max_lookahead_m (2.9593534),0.0,0.0,0.0,0.0,0,0.0,0.0,1000000000.0,,invalid,0.0,0.0,0,0.0,,COMPLETE
30,1587.120846500505,2026-07-01 13:00:44.532916,2026-07-01 13:00:45.533602,0 days 00:00:01.000686,0.2922384655019864,4.202502605188854,0.7929717954076024,7.879641206170029,17.680142713725274,0.08203326538658551,7,0.8321798926316878,1.435470406880881,64,0.09814541644949543,84.1257462209688,116.13824115734138,0.12809681230691905,3.332466036041732,0.43733474612236023,0,True,,0.14001230895519257,0.0,0.12473400682210922,1.7976375818252563,1,4.046575546264648,0.04189087823033333,1587.120846500505,,crashed,5.815684795379639,23.9958553314209,976,0.0,,COMPLETE
31,1618.1973592544198,2026-07-01 13:00:45.542410,2026-07-01 13:00:45.760453,0 days 00:00:00.218043,0.6447945360070105,4.237218637355651,0.7999722295773197,8.92783303212973,4.289731989882492,0.3338055416927112,3,0.11980196439558244,1.109808748976271,64,0.12499771828735186,106.25121994661842,119.58061558690937,0.14409126772159359,3.389657240531973,0.5006093382835388,0,True,,0.32328206300735474,0.0,0.17619867622852325,1.456492304801941,1,0.6568508148193359,0.006799838040024042,1618.1973592544198,,crashed,1.1050094366073608,20.62799072265625,158,0.0,,COMPLETE
32,1534.7566168427886,2026-07-01 13:00:45.769924,2026-07-01 13:00:46.615103,0 days 00:00:00.845179,0.2572382856359505,9.919061507576757,0.28558199829833164,10.815442562079113,4.399458216267398,0.24081329516564348,3,0.12718455100209425,0.24109327956673576,4,0.16983678190558454,134.78995143352023,91.57876570226196,0.3531655287582119,2.832705406577832,1.259769082069397,0,True,,0.20642709732055664,0.0,0.09909284114837646,1.9080756902694702,1,6.522637844085693,0.0675235167145729,1534.7566168427886,,crashed,10.164152145385742,21.238496780395508,540,0.0,,COMPLETE
33,1535.4192080775038,2026-07-01 13:00:46.629111,2026-07-01 13:00:47.491519,0 days 00:00:00.862408,0.2750406368123839,4.656011431575868,0.2934254286186109,4.523562444234161,4.9458672666074355,0.1349952102732003,3,0.20548035103517592,0.491129097561918,126,0.1832945346332502,105.02741910854158,54.44222042713897,0.3493404402391204,1.366192149963301,1.2877331972122192,0,True,,0.14338521659374237,0.0,0.1095450296998024,1.9236005544662476,1,6.454016208648682,0.0668131411075592,1535.4192080775038,,crashed,3.883068084716797,22.802953720092773,520,0.0,,COMPLETE
34,1631.3504287323274,2026-07-01 13:00:47.502206,2026-07-01 13:00:47.869390,0 days 00:00:00.367184,0.2594524765384182,9.80861388239074,0.6714843472648768,4.6121973283256885,4.283664088906649,0.12491128004702653,4,0.1829257241427923,0.1340793986471927,128,0.1793747845684373,103.59079493299657,53.16955998986617,0.3415500949354924,6.586330690390355,0.3030841648578644,0,True,,0.7987697720527649,0.0,0.1900383085012436,0.9808586239814758,1,0.3382638394832611,0.003501768223941326,1631.3504287323274,,crashed,5.125437259674072,17.912153244018555,248,0.0,,COMPLETE
35,1499.0374770261851,2026-07-01 13:00:47.882079,2026-07-01 13:00:50.020375,0 days 00:00:02.138296,0.856547858372522,4.81162986584436,0.31173772906080194,5.998989312115334,4.683874093028994,0.08982513435359565,5,0.11666657255912508,0.4863137813904791,14,0.12214890481127011,115.14853820805106,54.44789653489966,0.33999522956307177,1.4999665674594518,0.9913355708122253,0,True,,0.42334505915641785,0.0,0.15965747833251953,1.9087024927139282,1,11.145672798156738,0.11538201570510864,1499.0374770261851,,crashed,36.617271423339844,24.835580825805664,1353,0.0,,COMPLETE
36,1479.8596966109,2026-07-01 13:00:50.035152,2026-07-01 13:00:52.747186,0 days 00:00:02.712034,0.8593435679780962,1.0156937415292666,0.4817896621913246,6.062531313542438,5.1726769417987075,0.06996759652020265,5,0.08609867004211018,0.43801849281726396,6,0.12185133469312681,131.23425870380612,91.79352233314776,0.2843601868522235,0.4893507446212279,0.8087404370307922,0,True,,0.5255181193351746,0.0,0.21437649428844452,1.903498649597168,1,13.46794605255127,0.13942261040210724,1479.8596966109,,crashed,55.596649169921875,27.643226623535156,1738,0.0,,COMPLETE
37,1500.3877991283036,2026-07-01 13:00:52.762529,2026-07-01 13:00:54.276982,0 days 00:00:01.514453,0.84590769252419,1.0227540269614488,0.5459508760373522,5.911866102760221,5.380109174160174,0.06479953287361191,5,0.09305170951120473,0.4056881038557817,4,0.0722731815407557,134.6547830801149,61.76940146600577,0.293611840174035,0.5583734569903327,1.144708275794983,0,True,,0.38112175464630127,0.0,0.14279617369174957,1.8922098875045776,1,10.173584938049316,0.10531879216432571,1500.3877991283036,,crashed,17.358898162841797,22.972305297851562,873,0.0,,COMPLETE
38,1637.63811729159,2026-07-01 13:00:54.287826,2026-07-01 13:00:54.542169,0 days 00:00:00.254343,0.8338346987501966,1.8575970191335347,0.8183056071076548,6.207005651171866,1.3002385644985628,0.06354749688128958,5,0.08134753699177133,0.42915757528692744,5,0.07294183077095918,134.24114303335298,92.40953981056647,0.29497904011628234,1.520082056503437,0.22537557780742645,0,True,,0.528939425945282,0.0,0.1971563845872879,0.3782084882259369,1,0.10565185546875,0.001093727070838213,1637.63811729159,,crashed,36.16828536987305,21.1782283782959,146,0.0,,COMPLETE
39,1536.0535659398386,2026-07-01 13:00:54.554449,2026-07-01 13:00:55.370666,0 days 00:00:00.816217,0.8703489874905246,1.0906088629850785,0.5402289394564885,5.569507851193896,4.866284675204152,0.022232103823320304,6,0.07467734668296797,0.7934060284022798,14,0.12556985000014173,128.89992947033696,68.53556789119519,0.39992772721137576,0.5891784694122758,1.317842960357666,0,True,,0.26455947756767273,0.0,0.08477738499641418,1.9203389883041382,1,6.38917875289917,0.06614193320274353,1536.0535659398386,,crashed,10.315560340881348,23.841215133666992,506,0.0,,COMPLETE
40,1509.068247812558,2026-07-01 13:00:55.380647,2026-07-01 13:00:56.890546,0 days 00:00:01.509899,0.6875915061064245,2.2491103552717417,1.0003554976252564,6.738089421987068,5.312710701523761,0.06237551484644175,5,0.25705923330811736,0.35968713423684007,17,0.0640871830378487,113.7616048286246,45.18848116702386,0.2941760461843223,2.2499099086619805,1.0150226354599,0,True,,0.41065216064453125,0.0,0.1449173241853714,1.894245982170105,1,9.374484062194824,0.09704635292291641,1509.068247812558,,crashed,17.494291305541992,22.451257705688477,896,0.0,,COMPLETE
41,1524.6041712882277,2026-07-01 13:00:56.900852,2026-07-01 13:00:59.916428,0 days 00:00:03.015576,0.9453969675913396,1.5441276007773534,0.6673824411839052,6.806433618773588,5.174467294300108,0.06444825130676239,5,0.2467574675127729,0.3489972699693833,18,0.08464350483658126,113.99780029782643,46.59731356238403,0.3069595688562218,1.0305236477062367,0.6168834567070007,0,True,,0.4559636116027832,0.0,0.17918841540813446,1.8489160537719727,1,9.650965690612793,0.09990853071212769,1524.6041712882277,,crashed,46.64996337890625,22.757408142089844,2038,0.0,,COMPLETE
42,1553.7203276327994,2026-07-01 13:00:59.927379,2026-07-01 13:01:04.191963,0 days 00:00:04.264584,0.9488551233196852,1.5541796454444268,1.1143746221854778,7.0726750715479145,5.474642590513179,0.058057868430769766,5,0.22240735626502672,0.4727061742293321,19,0.06747328438690965,113.10045935651728,46.57130411519834,0.2929258919005831,1.731938355200493,0.44401100277900696,0,True,,0.5481518507003784,0.0,0.18687193095684052,1.1331502199172974,1,7.442636966705322,0.07704752683639526,1553.7203276327994,,crashed,45.36787414550781,19.948049545288086,3203,0.0,,COMPLETE
43,1624.333282503634,2026-07-01 13:01:04.205149,2026-07-01 13:01:04.453133,0 days 00:00:00.247984,0.7990063695008184,2.288776850548256,1.0147735183000077,8.425004052581981,7.489578438698141,0.07189085210913575,7,0.26548780229042773,1.225259269745557,12,0.10145260738876287,111.52637534180103,35.75297574338022,0.2661087800513225,2.322590137234465,0.42080774903297424,0,True,,0.33982905745506287,0.0,0.18621037900447845,0.8693655729293823,1,0.44793763756752014,0.004637131467461586,1624.333282503634,,crashed,0.1945255994796753,23.61468505859375,144,0.0,,COMPLETE
44,1637.8793260240416,2026-07-01 13:01:04.465089,2026-07-01 13:01:04.685710,0 days 00:00:00.220621,0.9957605155609673,1.401579824425031,0.6664375321197283,6.54730904658643,3.686582751064763,0.04249847056505463,4,0.1530179769676469,0.7269117191340266,21,0.042652941619915105,127.02112361043483,61.34819455314175,0.4392133098053877,0.9340653992586199,0.23536725342273712,0,True,,0.5765196681022644,0.0,0.1848735809326172,0.35108470916748047,1,0.034038543701171875,0.00035237314295955,1637.8793260240416,,crashed,9.708283424377441,16.62721824645996,112,0.0,,COMPLETE
